chr	start	end	gene	x1	x2	M	width	df	var	cov	Nsnps	pHet	pAlt	odsHet
1	960586	965719	KLHL17	960586	965719	0.235509629795604	0.176551064132296	5.72716236583531	0	0	0	0.5	0.5	0.5
1	966496	976269	PLEKHN1	966496	976269	0.0776627047326163	0.167704865490549	5.72716236583531	0	0	0	0.5	0.5	0.5
1	976498	982117	PERM1	976498	982117	-0.28444246755749	0.275157167234398	5.72716236583531	0	0	0	0.5	0.5	0.5
1	998961	1000172	HES4	998961	1000172	0.548293507432307	0.174936809618087	5.72716236583531	0	0	0	0.5	0.5	0.5
1	1013466	1014539	ISG15	1013466	1014539	-0.220306351403238	0.299056585525707	5.72716236583531	0	0	0	0.5	0.5	0.5
1	1020122	1056119	AGRN	1020122	1056119	0.0672039386595975	0.159217611355206	5.72716236583531	86	209	2	0.0832191292685741	0.867029675227249	0.419513804764377
1	1071745	1074307	RNF223	1071745	1074307	0.749269603012696	0.192840396166398	5.72716236583531	0	0	0	0.5	0.5	0.5
1	1081817	1116356	C1orf159	1081817	1116356	0.722326523009269	0.22789005847302	5.72716236583531	0	0	0	0.5	0.5	0.5
1	1137016	1144054	LINC01342	1137016	1144054	0.117767345000068	0.265616591629696	5.72716236583531	0	0	0	0.5	0.5	0.5
1	1167103	1167198	MIR200B	1167103	1167198	-0.0620559199456655	0.291325202414575	5.72716236583531	0	0	0	0.5	0.5	0.5
1	1167862	1167952	MIR200A	1167862	1167952	0.0561642638666139	0.348649129708112	5.72716236583531	0	0	0	0.5	0.5	0.5
1	1169004	1169087	MIR429	1169004	1169087	0.458420769711278	0.279694513787455	5.72716236583531	0	0	0	0.5	0.5	0.5
1	1173905	1197933	TTLL10	1173905	1197933	0.54022216259551	0.231879871521194	5.72716236583531	0	0	0	0.5	0.5	0.5
1	1203507	1206709	TNFRSF18	1203507	1206709	0.892373495540191	0.161289443072023	5.72716236583531	0	0	0	0.5	0.5	0.5
1	1211325	1214168	TNFRSF4	1211325	1214168	0.379180921411975	0.161245542022324	5.72716236583531	0	0	0	0.5	0.5	0.5
1	1216907	1232067	SDF4	1216907	1232067	0.122635616581237	0.186288700247013	5.72716236583531	0	0	0	0.5	0.5	0.5
1	1232248	1235040	B3GALT6	1232248	1235040	0.407720435260044	0.208048933675657	5.72716236583531	0	0	0	0.5	0.5	0.5
1	1242445	1246722	C1QTNF12	1242445	1246722	0.0694197500202707	0.158890592055643	5.72716236583531	0	0	0	0.5	0.5	0.5
1	1253911	1273854	UBE2J2	1253911	1273854	0.666878824100738	0.298117692018928	5.72716236583531	0	0	0	0.5	0.5	0.5
1	1280435	1292029	SCNN1D	1280435	1292029	0.134135415803915	0.156924849460606	5.72716236583531	0	0	0	0.5	0.5	0.5
1	1292383	1307889	ACAP3	1292383	1307889	0.287852494269409	0.158083769301608	5.72716236583531	0	0	0	0.5	0.5	0.5
1	1308613	1312147	PUSL1	1308613	1312147	0.0837919725198056	0.241315211099788	5.72716236583531	0	0	0	0.5	0.5	0.5
1	1312225	1325102	INTS11	1312225	1325102	-0.133353053375456	0.169656509474671	5.72716236583531	0	0	0	0.5	0.5	0.5
1	1326835	1328896	CPTP	1326835	1328896	-0.526616324599258	0.235515195364324	5.72716236583531	0	0	0	0.5	0.5	0.5
1	1331345	1336515	TAS1R3	1331345	1336515	0.359341981190432	0.149599650869652	5.72716236583531	0	0	0	0.5	0.5	0.5
1	1337976	1349112	DVL1	1337976	1349112	0.114164184664261	0.178756589469453	5.72716236583531	0	0	0	0.5	0.5	0.5
1	1352688	1361777	MXRA8	1352688	1361777	0.821517048041088	0.173817572714329	5.72716236583531	0	0	0	0.5	0.5	0.5
1	1373729	1375438	AURKAIP1	1373729	1375438	-0.293689452844311	0.271487560486659	5.72716236583531	0	0	0	0.5	0.5	0.5
1	1385710	1399689	CCNL2	1385710	1399689	0.0864957958163754	0.163107511683453	5.72716236583531	0	0	0	0.5	0.5	0.5
1	1400157	1400303	ENST00000448629	1400157	1400303	0.180644063262184	0.280573126430646	5.72716236583531	0	0	0	0.5	0.5	0.5
1	1400604	1407313	MRPL20	1400604	1407313	-0.258166936688965	0.201288383324622	5.72716236583531	0	0	0	0.5	0.5	0.5
1	1418419	1421444	ANKRD65	1418419	1421444	0.270400002300199	0.267240017037228	5.72716236583531	0	0	0	0.5	0.5	0.5
1	1426127	1427787	TMEM88B	1426127	1427787	0.995944738350343	0.227061655442629	5.72716236583531	0	0	0	0.5	0.5	0.5
1	1430156	1430954	LINC01770	1430156	1430954	-1.30719323773655	0.489103712713585	5.72716236583531	0	0	0	0.5	0.5	0.5
1	1434177	1442882	VWA1	1434177	1442882	0.430464961381004	0.337418915498197	5.72716236583531	0	0	0	0.5	0.5	0.5
1	1449688	1470158	ATAD3C	1449688	1470158	-0.298945399473885	0.215222088004695	5.72716236583531	0	0	0	0.5	0.5	0.5
1	1471754	1496204	ATAD3B	1471754	1496204	-0.294852884594152	0.189992658955632	5.72716236583531	0	0	0	0.5	0.5	0.5
1	1512142	1534687	ATAD3A	1512142	1534687	-1.22144867831768	0.188836539458826	5.72716236583531	0	0	0	0.5	0.5	0.5
1	1534777	1540360	TMEM240	1534777	1540360	-0.234153639969028	0.187231127847126	5.72716236583531	0	0	0	0.5	0.5	0.5
1	1541672	1574882	SSU72	1541672	1574882	0.186601346871904	0.217216909112003	5.72716236583531	0	0	0	0.5	0.5	0.5
1	1598007	1600096	FNDC10	1598007	1600096	1.78474580108862	0.377714822514972	5.72716236583531	0	0	0	0.5	0.5	0.5
1	1615414	1630610	MIB2	1615414	1630610	-0.313082103294427	0.265208407815748	5.72716236583531	42	93	1	0.524193050036512	0.601866390980546	0.52499434382831
1	1632180	1635856	MMP23B	1632180	1635856	-1.11190727931152	0.524273286228795	5.72716236583531	0	0	0	0.5	0.5	0.5
1	1635936	1659097	CDK11B	1635936	1659097	0.288727764197128	0.435083044290557	5.72716236583531	0	0	0	0.5	0.5	0.5
1	1661477	1692804	SLC35E2B	1661477	1692804	0.284556421261943	0.410426065020647	5.72716236583531	0	0	0	0.5	0.5	0.5
1	1699938	1701808	MMP23A	1699938	1701808	0.552451249491665	0.47251394037005	5.72716236583531	0	0	0	0.5	0.5	0.5
1	1702383	1722831	CDK11A	1702383	1722831	0.466908257408819	0.269457047001202	5.72716236583531	0	0	0	0.5	0.5	0.5
1	1724257	1745999	SLC35E2	1724257	1745999	-0.263202614434341	0.664884643002026	5.72716236583531	0	0	0	0.5	0.5	0.5
1	1751231	1780069	NADK	1751231	1780069	0.197739710714491	0.150808530052384	5.72716236583531	0	0	0	0.5	0.5	0.5
1	1785284	1891117	GNB1	1785284	1891117	-0.373309456428077	0.172632220044181	5.72716236583531	0	0	0	0.5	0.5	0.5
1	1914826	1917074	CALML6	1914826	1917074	0.535602929335639	0.20966482907745	5.72716236583531	0	0	0	0.5	0.5	0.5
1	1917146	1919301	TMEM52	1917146	1919301	0.445191587506459	0.17942532253451	5.72716236583531	0	0	0	0.5	0.5	0.5
1	1921950	2003837	CFAP74	1921950	2003837	-0.0726569253076003	0.161888964683905	5.72716236583531	33	77	1	0.326288201678025	0.526397095832526	0.516477099721066
1	2019328	2030753	GABRD	2019328	2030753	-0.0132515081483194	0.187839808156359	5.72716236583531	0	0	0	0.5	0.5	0.5
1	2049200	2050070	ENST00000445600	2049200	2050070	-1.35668871334012	0.576164008335819	5.72716236583531	0	0	0	0.5	0.5	0.5
1	2050469	2185513	PRKCZ	2050469	2185513	-0.280329213172843	0.17854152922133	5.72716236583531	0	0	0	0.5	0.5	0.5
1	2186003	2212720	FAAP20	2186003	2212720	0.631842431119627	0.27922853208946	5.72716236583531	0	0	0	0.5	0.5	0.5
1	2228694	2310213	SKI	2228694	2310213	0.288036024498649	0.219285868025296	5.72716236583531	0	0	0	0.5	0.5	0.5
1	2321252	2389996	MORN1	2321252	2389996	-0.108333235761971	0.156469627973714	5.72716236583531	0	0	0	0.5	0.5	0.5
1	2391457	2405834	RER1	2391457	2405834	-0.217919824909783	0.26063633292135	5.72716236583531	0	0	0	0.5	0.5	0.5
1	2406483	2412571	PEX10	2406483	2412571	0.0968462741822015	0.203682051529746	5.72716236583531	0	0	0	0.5	0.5	0.5
1	2467458	2505530	PLCH2	2467458	2505530	0.0466419303707371	0.18642379358673	5.72716236583531	43	100	1	0.274684798335526	1	0.500921287978855
1	2508530	2526628	PANK4	2508530	2526628	-0.388965445196982	0.271472582451804	5.72716236583531	0	0	0	0.5	0.5	0.5
1	2528744	2530245	HES5	2528744	2530245	0.897757677575138	0.222340064909089	5.72716236583531	0	0	0	0.5	0.5	0.5
1	2549919	2554296	TNFRSF14-AS1	2549919	2554296	-1.31642915447596	0.643028140036275	5.72716236583531	0	0	0	0.5	0.5	0.5
1	2554723	2565622	TNFRSF14	2554723	2565622	-0.0665067543196206	0.228706052977552	5.72716236583531	0	0	0	0.5	0.5	0.5
1	2566534	2566605	ENST00000456687	2566534	2566605	-1.29892155948455	0.482437643560035	5.72716236583531	0	0	0	0.5	0.5	0.5
1	2581559	2584534	ENST00000424215	2581559	2584534	-1.30520979055781	0.531021079303644	5.72716236583531	0	0	0	0.5	0.5	0.5
1	2586459	2589040	FAM213B	2586459	2589040	0.386028294473574	0.193079964143851	5.72716236583531	0	0	0	0.5	0.5	0.5
1	2589409	2633042	MMEL1	2589409	2633042	0.129229072196624	0.180934504060026	5.72716236583531	0	0	0	0.5	0.5	0.5
1	2641367	2789665	TTC34	2641367	2789665	0.888556047179181	0.172864830332758	5.72716236583531	0	0	0	0.5	0.5	0.5
1	3021481	3022903	ACTRT2	3021481	3022903	0.190422726758992	0.182783460383794	5.72716236583531	53	125	1	0.174692000522592	1	0.434711515660393
1	3059616	3067725	LINC00982	3059616	3067725	0.993369763593616	0.315317763640416	5.72716236583531	0	0	0	0.5	0.5	0.5
1	3069177	3438621	PRDM16	3069177	3438621	-0.328564538664721	0.20679279057655	5.72716236583531	0	0	0	0.5	0.5	0.5
1	3454582	3481113	ARHGEF16	3454582	3481113	0.175477408455431	0.164232162536584	5.72716236583531	0	0	0	0.5	0.5	0.5
1	3490911	3611495	MEGF6	3490911	3611495	0.361348190937483	0.167885329022119	5.72716236583531	0	0	0	0.5	0.5	0.5
1	3624991	3630130	TPRG1L	3624991	3630130	0.69774787355038	0.261061571474218	5.72716236583531	0	0	0	0.5	0.5	0.5
1	3630766	3652641	WRAP73	3630766	3652641	0.282739979576733	0.157701811252751	5.72716236583531	43	102	1	0.202749906652174	1	0.459631950245745
1	3682332	3740387	TP73	3682332	3740387	-0.11032060978082	0.206672539820172	5.72716236583531	0	0	0	0.5	0.5	0.5
1	3742803	3743190	TP73-AS1	3742803	3743190	0.42919747916245	0.347543601181004	5.72716236583531	0	0	0	0.5	0.5	0.5
1	3745606	3771645	CCDC27	3745606	3771645	0.178470290129692	0.152216480434374	5.72716236583531	0	0	0	0.5	0.5	0.5
1	3772760	3775982	SMIM1	3772760	3775982	0.354540996595654	0.249751229491815	5.72716236583531	0	0	0	0.5	0.5	0.5
1	3780219	3796504	LRRC47	3780219	3796504	0.281555111367337	0.184508438549483	5.72716236583531	0	0	0	0.5	0.5	0.5
1	3812080	3852421	CEP104	3812080	3852421	-0.19599271370128	0.147689995796941	5.72716236583531	0	0	0	0.5	0.5	0.5
1	3856888	3885429	DFFB	3856888	3885429	-0.109629675501876	0.160210741143592	5.72716236583531	0	0	0	0.5	0.5	0.5
1	3889132	3900631	C1orf174	3889132	3900631	-0.0155333416525085	0.267275014807969	5.72716236583531	0	0	0	0.5	0.5	0.5
1	3903964	3915447	LINC01134	3903964	3915447	-1.27806084671692	0.557758232374438	5.72716236583531	0	0	0	0.5	0.5	0.5
1	3940611	3952583	LINC01346	3940611	3952583	-1.27069548744442	0.497937988455627	5.72716236583531	0	0	0	0.5	0.5	0.5
1	4412050	4424684	LINC01777	4412050	4424684	-1.30396899518144	0.623636822483847	5.72716236583531	0	0	0	0.5	0.5	0.5
1	4655044	4783791	AJAP1	4655044	4783791	0.0240584342636485	0.190819134354969	5.72716236583531	0	0	0	0.5	0.5	0.5
1	5564070	5564143	MIR4417	5564070	5564143	0.858374554067499	0.405671618478215	5.72716236583531	0	0	0	0.5	0.5	0.5
1	5862671	5992788	NPHP4	5862671	5992788	0.0491254159241398	0.155508512696995	5.72716236583531	0	0	0	0.5	0.5	0.5
1	6026012	6101193	KCNAB2	6026012	6101193	-0.517239787697197	0.159830336914487	5.72716236583531	0	0	0	0.5	0.5	0.5
1	6101786	6180134	CHD5	6101786	6180134	-0.0525749273545582	0.176507346888874	5.72716236583531	0	0	0	0.5	0.5	0.5
1	6185019	6209539	RPL22	6185019	6209539	0.311025951360565	0.264907317294367	5.72716236583531	0	0	0	0.5	0.5	0.5
1	6209923	6218369	RNF207	6209923	6218369	0.231069936747012	0.196396345540044	5.72716236583531	0	0	0	0.5	0.5	0.5
1	6219235	6236336	ICMT	6219235	6236336	0.100385872158809	0.328802773365336	5.72716236583531	48	108	1	0.403285687712903	0.548146335523318	0.529715197474205
1	6236965	6239442	LINC00337	6236965	6239442	-1.27503239518268	0.634805834941971	5.72716236583531	0	0	0	0.5	0.5	0.5
1	6244191	6245578	HES3	6244191	6245578	0.786408894699148	0.214518458058417	5.72716236583531	0	0	0	0.5	0.5	0.5
1	6247345	6260975	GPR153	6247345	6260975	1.24752631555363	0.269887443255599	5.72716236583531	0	0	0	0.5	0.5	0.5
1	6264271	6393766	ACOT7	6264271	6393766	-0.333483195359841	0.163190624279757	5.72716236583531	0	0	0	0.5	0.5	0.5
1	6415233	6425249	HES2	6415233	6425249	0.936519726838225	0.305002528122206	5.72716236583531	0	0	0	0.5	0.5	0.5
1	6428225	6460944	ESPN	6428225	6460944	0.181693603794309	0.193942003974523	5.72716236583531	0	0	0	0.5	0.5	0.5
1	6461153	6465560	TNFRSF25	6461153	6465560	0.396948999152509	0.177861331268379	5.72716236583531	0	0	0	0.5	0.5	0.5
1	6466068	6520061	PLEKHG5	6466068	6520061	0.00467089199917217	0.169854998052621	5.72716236583531	0	0	0	0.5	0.5	0.5
1	6521346	6554598	NOL9	6521346	6554598	-0.0591797218482459	0.176034592950735	5.72716236583531	0	0	0	0.5	0.5	0.5
1	6555277	6579757	TAS1R1	6555277	6579757	-0.28385185353847	0.227532899383487	5.72716236583531	0	0	0	0.5	0.5	0.5
1	6579990	6589280	ZBTB48	6579990	6589280	-0.179534130745594	0.243055980782437	5.72716236583531	0	0	0	0.5	0.5	0.5
1	6590723	6602898	KLHL21	6590723	6602898	0.565141805583335	0.241727165506696	5.72716236583531	48	119	1	0.0757631971002366	1	0.288650250769924
1	6613695	6624033	PHF13	6613695	6624033	0.113808792094481	0.317620430957019	5.72716236583531	0	0	0	0.5	0.5	0.5
1	6624864	6635700	THAP3	6624864	6635700	0.796857293176639	0.158213600984381	5.72716236583531	0	0	0	0.5	0.5	0.5
1	6636116	6701906	DNAJC11	6636116	6701906	-0.63190311092231	0.219963346239477	5.72716236583531	0	0	0	0.5	0.5	0.5
1	6724744	6730012	LINC01672	6724744	6730012	-1.25948963849643	0.489523436581671	5.72716236583531	0	0	0	0.5	0.5	0.5
1	6785323	7769706	CAMTA1	6785323	7769706	-0.272659573738749	0.148393889669002	5.72716236583531	47	98	1	0.918384286246543	1	0.501210671794148
1	7771268	7781432	VAMP3	7771268	7781432	-0.406444144374386	0.25588572132039	5.72716236583531	0	0	0	0.5	0.5	0.5
1	7784428	7837149	PER3	7784428	7837149	-0.330551393903613	0.229461207728994	5.72716236583531	0	0	0	0.5	0.5	0.5
1	7842671	7853491	UTS2	7842671	7853491	-0.357590234678387	0.168459517067342	5.72716236583531	0	0	0	0.5	0.5	0.5
1	7915870	7943165	TNFRSF9	7915870	7943165	-0.499888519612716	0.205523544561097	5.72716236583531	0	0	0	0.5	0.5	0.5
1	7961653	7985282	PARK7	7961653	7985282	-0.246059841706048	0.258933909808571	5.72716236583531	0	0	0	0.5	0.5	0.5
1	8011718	8026333	ERRFI1	8011718	8026333	0.103875650961924	0.179658789098457	5.72716236583531	0	0	0	0.5	0.5	0.5
1	8208671	8215208	LINC01714	8208671	8215208	-1.23361711708027	0.507452260434577	5.72716236583531	0	0	0	0.5	0.5	0.5
1	8318084	8344167	SLC45A1	8318084	8344167	0.0947317422243498	0.197152819713779	5.72716236583531	47	104	1	0.504286171346657	0.59136066999172	0.526212356218318
1	8352403	8817640	RERE	8352403	8817640	0.355857217687617	0.150788371436291	5.72716236583531	0	0	0	0.5	0.5	0.5
1	8860999	8879884	ENO1	8860999	8879884	0.216343315316341	0.244408105721863	5.72716236583531	0	0	0	0.5	0.5	0.5
1	8945833	8975089	CA6	8945833	8975089	0.0228048080166956	0.205175765485731	5.72716236583531	45	100	1	0.488334956397909	0.583463382009314	0.532528944147877
1	9003299	9026345	SLC2A7	9003299	9026345	0.041521085820891	0.154606487845587	5.72716236583531	0	0	0	0.5	0.5	0.5
1	9036945	9072227	SLC2A5	9036945	9072227	0.43469792133944	0.189229074567037	5.72716236583531	0	0	0	0.5	0.5	0.5
1	9104416	9129170	GPR157	9104416	9129170	-0.446524894310146	0.266730275527138	5.72716236583531	49	112	1	0.318216160165884	0.524119382198052	0.513225945550458
1	9148010	9192085	MIR34AHG	9148010	9192085	-0.144320649954759	0.248699519880672	5.72716236583531	0	0	0	0.5	0.5	0.5
1	9234803	9271335	H6PD	9234803	9271335	-0.0897293431399077	0.288783461613893	5.72716236583531	0	0	0	0.5	0.5	0.5
1	9292881	9369531	SPSB1	9292881	9369531	-0.176688437956945	0.211508044689172	5.72716236583531	0	0	0	0.5	0.5	0.5
1	9425093	9428996	ENST00000641325	9425093	9428996	-1.24894232236188	0.554563035556861	5.72716236583531	0	0	0	0.5	0.5	0.5
1	9539468	9582773	SLC25A33	9539468	9582773	-0.798396375810017	0.290894861221358	5.72716236583531	41	104	1	0.0648748634637558	1	0.262502571595965
1	9588873	9614877	TMEM201	9588873	9614877	-0.484448069841976	0.228174591440279	5.72716236583531	44	98	1	0.480163857925669	0.579579599891086	0.530826171409344
1	9651731	9730705	PIK3CD	9651731	9730705	-0.0228629133300539	0.166323992861591	5.72716236583531	0	0	0	0.5	0.5	0.5
1	9731205	9824526	CLSTN1	9731205	9824526	0.0150873298008742	0.170318052108916	5.72716236583531	0	0	0	0.5	0.5	0.5
1	9848275	9910258	CTNNBIP1	9848275	9910258	0.623383823560113	0.607962281587927	5.72716236583531	0	0	0	0.5	0.5	0.5
1	9922112	9942782	LZIC	9922112	9942782	-0.466510802017247	0.187185781701359	5.72716236583531	0	0	0	0.5	0.5	0.5
1	9942922	9985498	NMNAT1	9942922	9985498	0.00666063407268915	0.434780621249833	5.72716236583531	0	0	0	0.5	0.5	0.5
1	9997196	10016020	RBP7	9997196	10016020	0.125075416727787	0.339522809363489	5.72716236583531	0	0	0	0.5	0.5	0.5
1	10032982	10181238	UBE4B	10032982	10181238	-0.275557731217686	0.169356416386301	5.72716236583531	0	0	0	0.5	0.5	0.5
1	10210705	10381603	KIF1B	10210705	10381603	-0.191719304158712	0.153779786928827	5.72716236583531	0	0	0	0.5	0.5	0.5
1	10398991	10420511	PGD	10398991	10420511	-0.160433924844033	0.195767393581563	5.72716236583531	0	0	0	0.5	0.5	0.5
1	10430101	10442815	CENPS-CORT	10430101	10442815	0.365632498128596	0.23564265474035	5.72716236583531	0	0	0	0.5	0.5	0.5
1	10449718	10452003	CORT	10449718	10452003	0.3529412285303	0.312185834087091	5.72716236583531	0	0	0	0.5	0.5	0.5
1	10460545	10469338	DFFA	10460545	10469338	-0.894821497678626	0.299955488822227	5.72716236583531	0	0	0	0.5	0.5	0.5
1	10472322	10630761	PEX14	10472322	10630761	-0.234469780335366	0.173700247540243	5.72716236583531	0	0	0	0.5	0.5	0.5
1	10636605	10796676	CASZ1	10636605	10796676	0.671163374104862	0.157311755776208	5.72716236583531	51	111	1	0.594854306067715	0.644009644126042	0.52485534969115
1	10946472	10982037	C1orf127	10946472	10982037	0.164088788120614	0.19939205538602	5.72716236583531	0	0	0	0.5	0.5	0.5
1	11012621	11025492	TARDBP	11012621	11025492	-0.235108160715774	0.618391098885365	5.72716236583531	0	0	0	0.5	0.5	0.5
1	11026522	11047239	MASP2	11026522	11047239	-0.113817618791984	0.28270141751133	5.72716236583531	0	0	0	0.5	0.5	0.5
1	11054591	11060034	SRM	11054591	11060034	0.533172445435989	0.19655330457644	5.72716236583531	0	0	0	0.5	0.5	0.5
1	11066612	11100084	EXOSC10	11066612	11100084	-0.0622621607387288	0.151158369651964	5.72716236583531	0	0	0	0.5	0.5	0.5
1	11101800	11102106	ENST00000447600	11101800	11102106	-1.22370455876787	0.531149128043921	5.72716236583531	0	0	0	0.5	0.5	0.5
1	11106530	11262551	MTOR	11106530	11262551	0.0883474549692482	0.145317892027701	5.72716236583531	0	0	0	0.5	0.5	0.5
1	11273197	11288434	UBIAD1	11273197	11288434	0.577965548792585	0.273479435946337	5.72716236583531	0	0	0	0.5	0.5	0.5
1	11479237	11537583	DISP3	11479237	11537583	-0.352223993397243	0.230972380345165	5.72716236583531	0	0	0	0.5	0.5	0.5
1	11609530	11613354	LINC01647	11609530	11613354	-1.28298831306093	0.53540606185121	5.72716236583531	0	0	0	0.5	0.5	0.5
1	11648360	11650834	FBXO2	11648360	11650834	0.22869315551343	0.17001308109451	5.72716236583531	0	0	0	0.5	0.5	0.5
1	11654318	11663327	FBXO44	11654318	11663327	0.352730557983218	0.242406474928236	5.72716236583531	0	0	0	0.5	0.5	0.5
1	11664092	11673412	FBXO6	11664092	11673412	0.27243176537145	0.229123292579045	5.72716236583531	0	0	0	0.5	0.5	0.5
1	11673614	11691853	MAD2L2	11673614	11691853	-0.104789540281911	0.177327453884311	5.72716236583531	0	0	0	0.5	0.5	0.5
1	11706248	11720279	DRAXIN	11706248	11720279	0.773193580766602	0.198532546629857	5.72716236583531	95	205	2	0.783713017579751	0.814480230114693	0.60208871296754
1	11736084	11750771	AGTRAP	11736084	11750771	-0.181308105075184	0.176603783010285	5.72716236583531	0	0	0	0.5	0.5	0.5
1	11762192	11785289	C1orf167	11762192	11785289	0.201172258994882	0.201407311512539	5.72716236583531	35	82	1	0.296003543245086	0.519988390605407	0.510691972505699
1	11785729	11807190	MTHFR	11785729	11807190	-0.0131413796976946	0.150415135085642	5.72716236583531	38	80	1	0.861969322642539	0.86403170844801	0.500968101575645
1	11815845	11843144	CLCN6	11815845	11843144	-0.52704064121878	0.151667992754493	5.72716236583531	38	91	1	0.201148094194118	1	0.45652183663752
1	11843703	11844073	NPPA-AS1	11843703	11844073	-1.24191777893911	0.487453620798883	5.72716236583531	0	0	0	0.5	0.5	0.5
1	11845546	11847783	NPPA	11845546	11847783	-0.0579400921313927	0.216972512824842	5.72716236583531	27	66	1	0.221120717695859	1	0.470657045867275
1	11857463	11858935	NPPB	11857463	11858935	0.231426200894996	0.258020046589783	5.72716236583531	0	0	0	0.5	0.5	0.5
1	11908153	11908272	RNU5E-1	11908153	11908272	-1.21593044592439	0.531149128043921	5.72716236583531	0	0	0	0.5	0.5	0.5
1	11919587	11926428	KIAA2013	11919587	11926428	0.688603051427245	0.264586382487163	5.72716236583531	0	0	0	0.5	0.5	0.5
1	11934666	11975542	PLOD1	11934666	11975542	-0.0728775042175524	0.155085551832764	5.72716236583531	0	0	0	0.5	0.5	0.5
1	11980180	12013515	MFN2	11980180	12013515	-0.215008896739347	0.16850651846318	5.72716236583531	0	0	0	0.5	0.5	0.5
1	12019241	12032049	MIIP	12019241	12032049	0.166969196120386	0.172607061012993	5.72716236583531	0	0	0	0.5	0.5	0.5
1	12063376	12144207	TNFRSF8	12063376	12144207	-0.181015290793851	0.180687544071488	5.72716236583531	39	91	1	0.285265689384591	0.51788577127962	0.503829099056916
1	12166942	12209220	TNFRSF1B	12166942	12209220	0.0125395497342727	0.190245734233207	5.72716236583531	0	0	0	0.5	0.5	0.5
1	12230038	12512046	VPS13D	12230038	12512046	-0.0193196518713574	0.153311350381926	5.72716236583531	0	0	0	0.5	0.5	0.5
1	12567909	12617731	DHRS3	12567909	12617731	0.013811063851193	0.185905032371675	5.72716236583531	0	0	0	0.5	0.5	0.5
1	12644546	12667086	AADACL4	12644546	12667086	-0.866754199218253	0.511779463542646	5.72716236583531	0	0	0	0.5	0.5	0.5
1	12716114	12728759	AADACL3	12716114	12728759	-0.337206922228453	0.184228420356293	5.72716236583531	0	0	0	0.5	0.5	0.5
1	12746185	12761169	C1orf158	12746185	12761169	-0.163241923829786	0.20932012974005	5.72716236583531	0	0	0	0.5	0.5	0.5
1	12774847	12777905	PRAMEF12	12774847	12777905	0.517948999429212	0.174912025360088	5.72716236583531	0	0	0	0.5	0.5	0.5
1	12791396	12796628	PRAMEF1	12791396	12796628	-1.48130936243413	2.53581431048406	5.72716236583531	0	0	0	0.5	0.5	0.5
1	12824759	12831410	PRAMEF11	12824759	12831410	-1.42826543740827	2.01715511007165	5.72716236583531	0	0	0	0.5	0.5	0.5
