chr	start	end	gene	x1	x2	M	width	df	var	cov	Nsnps	pHet	pAlt	odsHet
1	1352688	1361777	MXRA8	1352688	1361777	0.709614214770063	0.184965662851694	6.87783917638524	0	0	0	0.5	0.5	0.5
1	1373729	1375438	AURKAIP1	1373729	1375438	-0.414084425748155	0.275512353666771	6.87783917638524	0	0	0	0.5	0.5	0.5
1	1385710	1399689	CCNL2	1385710	1399689	0.0374447195625326	0.128662135174306	6.87783917638524	0	0	0	0.5	0.5	0.5
1	1400157	1400303	ENST00000448629	1400157	1400303	-0.131888954931133	0.283890371409748	6.87783917638524	0	0	0	0.5	0.5	0.5
1	1400604	1407313	MRPL20	1400604	1407313	-0.349698764008853	0.182435281209371	6.87783917638524	42	102	1	0.120001245979474	1	0.368684973127623
1	1418419	1421444	ANKRD65	1418419	1421444	0.407768464594288	0.275250863933831	6.87783917638524	0	0	0	0.5	0.5	0.5
1	1426127	1427787	TMEM88B	1426127	1427787	0.922079443582838	0.230264366540112	6.87783917638524	0	0	0	0.5	0.5	0.5
1	1430156	1430954	LINC01770	1430156	1430954	-0.443256101975881	0.557343916238749	6.87783917638524	0	0	0	0.5	0.5	0.5
1	1434177	1442882	VWA1	1434177	1442882	0.347680331892801	0.399039720071946	6.87783917638524	0	0	0	0.5	0.5	0.5
1	1449688	1470158	ATAD3C	1449688	1470158	-0.421106106210952	0.232431188015127	6.87783917638524	0	0	0	0.5	0.5	0.5
1	1471754	1496204	ATAD3B	1471754	1496204	-0.509098391009769	0.231056472633228	6.87783917638524	0	0	0	0.5	0.5	0.5
1	1512142	1534687	ATAD3A	1512142	1534687	-1.22002866840816	0.413256951225175	6.87783917638524	0	0	0	0.5	0.5	0.5
1	1534777	1540360	TMEM240	1534777	1540360	-0.267473247394548	0.169521954992774	6.87783917638524	0	0	0	0.5	0.5	0.5
1	1541672	1574882	SSU72	1541672	1574882	0.0796999609667273	0.209631469751492	6.87783917638524	0	0	0	0.5	0.5	0.5
1	1598007	1600096	FNDC10	1598007	1600096	1.76742443600911	0.497970123986365	6.87783917638524	32	66	1	0.94795269852843	1	0.5
1	1615414	1630610	MIB2	1615414	1630610	-0.318771992271554	0.248246562798031	6.87783917638524	80	170	2	0.880030533224088	0.893281102204981	0.601620819181958
1	1632180	1635856	MMP23B	1632180	1635856	-1.60699038458773	0.723855288491268	6.87783917638524	0	0	0	0.5	0.5	0.5
1	1635936	1659097	CDK11B	1635936	1659097	0.283491381535912	0.531348594618348	6.87783917638524	0	0	0	0.5	0.5	0.5
1	1661477	1692804	SLC35E2B	1661477	1692804	0.17275788433296	0.51162730371598	6.87783917638524	0	0	0	0.5	0.5	0.5
1	1699938	1701808	MMP23A	1699938	1701808	1.05153808219502	0.333022417739317	6.87783917638524	0	0	0	0.5	0.5	0.5
1	1702383	1722831	CDK11A	1702383	1722831	0.508441604855037	0.31511402750765	6.87783917638524	0	0	0	0.5	0.5	0.5
1	1724257	1745999	SLC35E2	1724257	1745999	-0.376782230519979	0.8615266419675	6.87783917638524	0	0	0	0.5	0.5	0.5
1	1751231	1780069	NADK	1751231	1780069	0.0914206920061058	0.113209597058565	6.87783917638524	0	0	0	0.5	0.5	0.5
1	1785284	1891117	GNB1	1785284	1891117	-0.425151149913192	0.185973760668461	6.87783917638524	0	0	0	0.5	0.5	0.5
1	1914826	1917074	CALML6	1914826	1917074	0.328284008075832	0.205111040159346	6.87783917638524	0	0	0	0.5	0.5	0.5
1	1917146	1919301	TMEM52	1917146	1919301	0.354175030755035	0.169591549756933	6.87783917638524	0	0	0	0.5	0.5	0.5
1	1921950	2003837	CFAP74	1921950	2003837	-0.14542522500066	0.114101214204098	6.87783917638524	151	346	5	0.374298795057764	0.732767012323207	0.723609748024298
1	2019328	2030753	GABRD	2019328	2030753	-0.0808526057345195	0.141176409306669	6.87783917638524	0	0	0	0.5	0.5	0.5
1	2049200	2050070	ENST00000445600	2049200	2050070	-0.477711244515259	0.637969694356277	6.87783917638524	0	0	0	0.5	0.5	0.5
1	2050469	2185513	PRKCZ	2050469	2185513	-0.362188889192885	0.144073224076522	6.87783917638524	0	0	0	0.5	0.5	0.5
1	2186003	2212720	FAAP20	2186003	2212720	0.354058463616048	0.266870420218134	6.87783917638524	0	0	0	0.5	0.5	0.5
1	2228694	2310213	SKI	2228694	2310213	0.161296509584113	0.202573850563074	6.87783917638524	0	0	0	0.5	0.5	0.5
1	2321252	2389996	MORN1	2321252	2389996	-0.301633275335551	0.127790043256237	6.87783917638524	0	0	0	0.5	0.5	0.5
1	2391457	2405834	RER1	2391457	2405834	-0.320857077901789	0.295932640092071	6.87783917638524	0	0	0	0.5	0.5	0.5
1	2406483	2412571	PEX10	2406483	2412571	-0.0772763856454107	0.192296799838354	6.87783917638524	42	94	1	0.416425084687714	0.552901363046026	0.5279500422298
1	2467458	2505530	PLCH2	2467458	2505530	-0.0503278623966019	0.140998421040322	6.87783917638524	74	160	2	0.757055658915525	0.820603607163764	0.596573590279973
1	2508530	2526628	PANK4	2508530	2526628	-0.562975669801084	0.250659867751897	6.87783917638524	35	73	1	0.87262302549588	0.874246423378455	0.500888031299469
1	2528744	2530245	HES5	2528744	2530245	0.791453410941854	0.244693237294062	6.87783917638524	0	0	0	0.5	0.5	0.5
1	2549919	2554296	TNFRSF14-AS1	2549919	2554296	-0.464509524218138	0.708387881898698	6.87783917638524	0	0	0	0.5	0.5	0.5
1	2554723	2565622	TNFRSF14	2554723	2565622	-0.129308924658692	0.204128039642374	6.87783917638524	120	256	3	0.897834372205945	0.914171289988553	0.656579483270535
1	2566534	2566605	ENST00000456687	2566534	2566605	-0.43794426754068	0.552957237785385	6.87783917638524	0	0	0	0.5	0.5	0.5
1	2581559	2584534	ENST00000424215	2581559	2584534	-0.447599336981809	0.590800761560297	6.87783917638524	0	0	0	0.5	0.5	0.5
1	2586459	2589040	FAM213B	2586459	2589040	0.331235804416973	0.169060833091227	6.87783917638524	0	0	0	0.5	0.5	0.5
1	2589409	2633042	MMEL1	2589409	2633042	-0.0326375268857637	0.132458675806698	6.87783917638524	0	0	0	0.5	0.5	0.5
1	2641367	2789665	TTC34	2641367	2789665	0.684735022040921	0.17367368514637	6.87783917638524	0	0	0	0.5	0.5	0.5
1	3021481	3022903	ACTRT2	3021481	3022903	0.11506763665371	0.179094047465228	6.87783917638524	132	289	3	0.699909076163335	0.805914108825274	0.696036606943921
1	3059616	3067725	LINC00982	3059616	3067725	0.73015633825586	0.340320618093533	6.87783917638524	42	91	1	0.603444826823651	0.649706466597761	0.52072782192743
1	3069177	3438621	PRDM16	3069177	3438621	-0.475259472804616	0.181033490796434	6.87783917638524	106	240	3	0.471137802023675	0.736344088648871	0.669387944475133
1	3454582	3481113	ARHGEF16	3454582	3481113	-0.0408820888139266	0.119214938928355	6.87783917638524	60	136	2	0.424523222507801	0.614148902878226	0.596665634033393
1	3490911	3611495	MEGF6	3490911	3611495	0.209818311523454	0.119756198112555	6.87783917638524	0	0	0	0.5	0.5	0.5
1	3624991	3630130	TPRG1L	3624991	3630130	0.5804324201823	0.298129796658418	6.87783917638524	0	0	0	0.5	0.5	0.5
1	3630766	3652641	WRAP73	3630766	3652641	0.0757676490250983	0.127510800622449	6.87783917638524	29	67	1	0.361874539613103	0.535596802286538	0.523947950063637
1	3682332	3740387	TP73	3682332	3740387	-0.179160038799819	0.185295463608958	6.87783917638524	87	200	3	0.435569689265354	0.712464133687521	0.691844015333059
1	3742803	3743190	TP73-AS1	3742803	3743190	0.228413366545044	0.333862407935497	6.87783917638524	0	0	0	0.5	0.5	0.5
1	3745606	3771645	CCDC27	3745606	3771645	0.00979848869128567	0.109524024949001	6.87783917638524	114	243	3	0.925962852496138	0.937821123901885	0.667733298807903
1	3772760	3775982	SMIM1	3772760	3775982	0.247447953074431	0.229092171011835	6.87783917638524	0	0	0	0.5	0.5	0.5
1	3780219	3796504	LRRC47	3780219	3796504	0.123785712638756	0.168223063360208	6.87783917638524	42	103	1	0.100203805250151	1	0.336543143104602
1	3812080	3852421	CEP104	3812080	3852421	-0.220818195566085	0.110430137761056	6.87783917638524	0	0	0	0.5	0.5	0.5
1	3856888	3885429	DFFB	3856888	3885429	-0.194227366145589	0.138340000218104	6.87783917638524	0	0	0	0.5	0.5	0.5
1	3889132	3900631	C1orf174	3889132	3900631	0.0647917638767163	0.292171013943251	6.87783917638524	0	0	0	0.5	0.5	0.5
1	3903964	3915447	LINC01134	3903964	3915447	-0.41732305480968	0.617907689739527	6.87783917638524	0	0	0	0.5	0.5	0.5
1	3940611	3952583	LINC01346	3940611	3952583	-0.405795123527091	0.561500521353324	6.87783917638524	0	0	0	0.5	0.5	0.5
1	4412050	4424684	LINC01777	4412050	4424684	-0.420220022765758	0.682784909759822	6.87783917638524	0	0	0	0.5	0.5	0.5
1	4655044	4783791	AJAP1	4655044	4783791	0.0170757900552317	0.161757865816243	6.87783917638524	0	0	0	0.5	0.5	0.5
1	5564070	5564143	MIR4417	5564070	5564143	0.252447779980584	0.411525738758218	6.87783917638524	0	0	0	0.5	0.5	0.5
1	5862671	5992788	NPHP4	5862671	5992788	-0.147350791210774	0.10767368902756	6.87783917638524	0	0	0	0.5	0.5	0.5
1	6026012	6101193	KCNAB2	6026012	6101193	-0.650464587854336	0.172570112404569	6.87783917638524	0	0	0	0.5	0.5	0.5
1	6101786	6180134	CHD5	6101786	6180134	-0.194733766348825	0.131112886650638	6.87783917638524	71	157	2	0.604354166717372	0.714188271664454	0.607515785285167
1	6185019	6209539	RPL22	6185019	6209539	0.0631048986863569	0.22640192222244	6.87783917638524	44	94	2	0.90902662651328	0.915560703853134	0.608492510307157
1	6209923	6218369	RNF207	6209923	6218369	0.0700410647043833	0.168282652324941	6.87783917638524	20	42	1	0.871178665607212	0.872864865765835	0.502041871030656
1	6219235	6236336	ICMT	6219235	6236336	0.243762730671939	0.417568554604031	6.87783917638524	34	79	1	0.30061911269751	0.520849398930279	0.511765110490583
1	6236965	6239442	LINC00337	6236965	6239442	-0.434512082851827	0.696154520711713	6.87783917638524	0	0	0	0.5	0.5	0.5
1	6244191	6245578	HES3	6244191	6245578	0.401233403593209	0.202310902292745	6.87783917638524	0	0	0	0.5	0.5	0.5
1	6247345	6260975	GPR153	6247345	6260975	1.09445776166182	0.333050664429041	6.87783917638524	0	0	0	0.5	0.5	0.5
1	6264271	6393766	ACOT7	6264271	6393766	-0.354610038328263	0.144377948851277	6.87783917638524	0	0	0	0.5	0.5	0.5
1	6415233	6425249	HES2	6415233	6425249	0.906302615646929	0.328210832655027	6.87783917638524	0	0	0	0.5	0.5	0.5
1	6428225	6460944	ESPN	6428225	6460944	0.0852276324719758	0.15468179026015	6.87783917638524	0	0	0	0.5	0.5	0.5
1	6461153	6465560	TNFRSF25	6461153	6465560	0.178670786594703	0.152287054288562	6.87783917638524	0	0	0	0.5	0.5	0.5
1	6466068	6520061	PLEKHG5	6466068	6520061	-0.0535778165816457	0.119853265969179	6.87783917638524	0	0	0	0.5	0.5	0.5
1	6521346	6554598	NOL9	6521346	6554598	-0.126480197433885	0.150636114082726	6.87783917638524	0	0	0	0.5	0.5	0.5
1	6555277	6579757	TAS1R1	6555277	6579757	-0.406191751558701	0.230529659987917	6.87783917638524	0	0	0	0.5	0.5	0.5
1	6579990	6589280	ZBTB48	6579990	6589280	-0.275295655024674	0.231630576984484	6.87783917638524	0	0	0	0.5	0.5	0.5
1	6590723	6602898	KLHL21	6590723	6602898	0.399295334490981	0.262716959984176	6.87783917638524	40	84	1	0.816774875126118	0.821571000264381	0.503968708065126
1	6613695	6624033	PHF13	6613695	6624033	0.0849204260811307	0.36662084234439	6.87783917638524	0	0	0	0.5	0.5	0.5
1	6624864	6635700	THAP3	6624864	6635700	0.165411288471663	0.156789841492456	6.87783917638524	82	187	3	0.529767218268428	0.752615277014313	0.691107291949598
1	6636116	6701906	DNAJC11	6636116	6701906	-0.654320888320987	0.246982119328369	6.87783917638524	0	0	0	0.5	0.5	0.5
1	6724744	6730012	LINC01672	6724744	6730012	-0.411415076672837	0.555141841697262	6.87783917638524	0	0	0	0.5	0.5	0.5
1	6785323	7769706	CAMTA1	6785323	7769706	-0.28180134508606	0.104552314556286	6.87783917638524	32	69	1	0.67857819118659	0.703799521353126	0.517805766966107
1	7771268	7781432	VAMP3	7771268	7781432	-0.343969110761158	0.274009880676325	6.87783917638524	0	0	0	0.5	0.5	0.5
1	7784428	7837149	PER3	7784428	7837149	-0.33655709790307	0.210005611939611	6.87783917638524	0	0	0	0.5	0.5	0.5
1	7842671	7853491	UTS2	7842671	7853491	-0.284089952749893	0.1543798473503	6.87783917638524	0	0	0	0.5	0.5	0.5
1	7915870	7943165	TNFRSF9	7915870	7943165	-0.397646667398653	0.22764005084486	6.87783917638524	0	0	0	0.5	0.5	0.5
1	7961653	7985282	PARK7	7961653	7985282	-0.28463661179392	0.289054073832835	6.87783917638524	0	0	0	0.5	0.5	0.5
1	8011718	8026333	ERRFI1	8011718	8026333	0.206863016401435	0.177361550357028	6.87783917638524	0	0	0	0.5	0.5	0.5
1	8208671	8215208	LINC01714	8208671	8215208	-0.330894124470423	0.569433368124413	6.87783917638524	0	0	0	0.5	0.5	0.5
1	8318084	8344167	SLC45A1	8318084	8344167	0.0924146105469322	0.169091959305017	6.87783917638524	28	67	1	0.247885699549548	1	0.486759392744614
1	8352403	8817640	RERE	8352403	8817640	0.271121337066516	0.113150638777656	6.87783917638524	29	64	1	0.570119245729718	0.628528330040543	0.526530688153855
1	8860999	8879884	ENO1	8860999	8879884	0.0151674325945975	0.24118226013494	6.87783917638524	0	0	0	0.5	0.5	0.5
1	8945833	8975089	CA6	8945833	8975089	0.0647462324625889	0.1901183057707	6.87783917638524	61	137	2	0.478824860420568	0.660351227630364	0.596635103130567
1	9003299	9026345	SLC2A7	9003299	9026345	-0.135094044260758	0.133231998886941	6.87783917638524	0	0	0	0.5	0.5	0.5
1	9036945	9072227	SLC2A5	9036945	9072227	0.326102817206336	0.169770650506697	6.87783917638524	0	0	0	0.5	0.5	0.5
1	9104416	9129170	GPR157	9104416	9129170	-0.519333514845371	0.321408011337238	6.87783917638524	65	155	2	0.197527444328914	0.954241138178133	0.555771072472716
1	9148010	9192085	MIR34AHG	9148010	9192085	-0.220270788156847	0.236468082350622	6.87783917638524	0	0	0	0.5	0.5	0.5
1	9234803	9271335	H6PD	9234803	9271335	-0.0206277659746276	0.309217079747437	6.87783917638524	223	480	5	0.879288590856783	0.923551531689922	0.731898214129617
1	9292881	9369531	SPSB1	9292881	9369531	-0.17155831047342	0.216468746015815	6.87783917638524	0	0	0	0.5	0.5	0.5
1	9425093	9428996	ENST00000641325	9425093	9428996	-0.356658691408164	0.613074150176813	6.87783917638524	0	0	0	0.5	0.5	0.5
1	9539468	9582773	SLC25A33	9539468	9582773	-0.684123870997615	0.3226682098742	6.87783917638524	51	117	2	0.465257489320383	0.675571072523265	0.597431151769207
1	9588873	9614877	TMEM201	9588873	9614877	-0.424947872394773	0.236460990017722	6.87783917638524	66	141	2	0.855971844722297	0.870910756482048	0.597602424095155
1	9651731	9730705	PIK3CD	9651731	9730705	-0.0360600539293458	0.114125246708774	6.87783917638524	0	0	0	0.5	0.5	0.5
1	9731205	9824526	CLSTN1	9731205	9824526	-0.053028462959151	0.130849953448604	6.87783917638524	0	0	0	0.5	0.5	0.5
1	9848275	9910258	CTNNBIP1	9848275	9910258	0.302306128723983	0.71187189080505	6.87783917638524	0	0	0	0.5	0.5	0.5
1	9922112	9942782	LZIC	9922112	9942782	-0.423323590618644	0.199545917465738	6.87783917638524	0	0	0	0.5	0.5	0.5
1	9942922	9985498	NMNAT1	9942922	9985498	0.127183423659637	0.327601369135503	6.87783917638524	0	0	0	0.5	0.5	0.5
1	9997196	10016020	RBP7	9997196	10016020	-0.0105416880217347	0.362307375411419	6.87783917638524	26	64	1	0.188425081897193	1	0.445221691073078
1	10032982	10181238	UBE4B	10032982	10181238	-0.224183803904313	0.127706927329224	6.87783917638524	0	0	0	0.5	0.5	0.5
1	10210705	10381603	KIF1B	10210705	10381603	-0.192702496705418	0.104750749214622	6.87783917638524	181	410	7	0.664165013385289	0.885427589900687	0.806467559172436
1	10398991	10420511	PGD	10398991	10420511	-0.184539984799432	0.165712970932936	6.87783917638524	114	244	3	0.867088684267183	0.891163806723431	0.655185013038968
1	10430101	10442815	CENPS-CORT	10430101	10442815	0.160482376882106	0.23558952032108	6.87783917638524	0	0	0	0.5	0.5	0.5
1	10449718	10452003	CORT	10449718	10452003	0.356190126751624	0.356337606825215	6.87783917638524	0	0	0	0.5	0.5	0.5
1	10460545	10469338	DFFA	10460545	10469338	-0.770812614589252	0.391603859605622	6.87783917638524	0	0	0	0.5	0.5	0.5
1	10472322	10630761	PEX14	10472322	10630761	-0.313995469935353	0.157410479847711	6.87783917638524	0	0	0	0.5	0.5	0.5
1	10636605	10796676	CASZ1	10636605	10796676	0.53609082842011	0.147313893825835	6.87783917638524	105	238	3	0.468448398014341	0.719527704682032	0.684381359906479
1	10946472	10982037	C1orf127	10946472	10982037	0.0736173406393776	0.168576288722941	6.87783917638524	0	0	0	0.5	0.5	0.5
1	11012621	11025492	TARDBP	11012621	11025492	-0.321782515652014	0.735430884593255	6.87783917638524	0	0	0	0.5	0.5	0.5
1	11026522	11047239	MASP2	11026522	11047239	-0.15840431014791	0.280894489555855	6.87783917638524	0	0	0	0.5	0.5	0.5
1	11054591	11060034	SRM	11054591	11060034	0.330240106820327	0.161020967487863	6.87783917638524	0	0	0	0.5	0.5	0.5
1	11066612	11100084	EXOSC10	11066612	11100084	-0.142633646191758	0.111398382075728	6.87783917638524	0	0	0	0.5	0.5	0.5
1	11101800	11102106	ENST00000447600	11101800	11102106	-0.32785531833684	0.617775089491531	6.87783917638524	0	0	0	0.5	0.5	0.5
1	11106530	11262551	MTOR	11106530	11262551	0.0032428635114651	0.0915039242166055	6.87783917638524	0	0	0	0.5	0.5	0.5
1	11273197	11288434	UBIAD1	11273197	11288434	0.524951162559732	0.325397607920688	6.87783917638524	0	0	0	0.5	0.5	0.5
1	11479237	11537583	DISP3	11479237	11537583	-0.367755702854885	0.204491286010308	6.87783917638524	98	216	3	0.710415031061685	0.805512488323691	0.662275424042767
1	11609530	11613354	LINC01647	11609530	11613354	-0.381862909344046	0.595033919613342	6.87783917638524	0	0	0	0.5	0.5	0.5
1	11648360	11650834	FBXO2	11648360	11650834	0.265197424362879	0.143309317407316	6.87783917638524	35	82	1	0.263098722321203	1	0.493973018735234
1	11654318	11663327	FBXO44	11654318	11663327	0.247524488407314	0.253141567295053	6.87783917638524	0	0	0	0.5	0.5	0.5
1	11664092	11673412	FBXO6	11664092	11673412	0.162254935330283	0.208937687437017	6.87783917638524	36	80	1	0.488997628671089	0.583883126887205	0.534092474242723
1	11673614	11691853	MAD2L2	11673614	11691853	-0.106744880666917	0.154698601898356	6.87783917638524	0	0	0	0.5	0.5	0.5
1	11706248	11720279	DRAXIN	11706248	11720279	0.614815116791502	0.222754658914483	6.87783917638524	69	149	2	0.782099872071771	0.840912491523334	0.596573590279973
1	11736084	11750771	AGTRAP	11736084	11750771	-0.319949520651205	0.173042087386681	6.87783917638524	0	0	0	0.5	0.5	0.5
1	11762192	11785289	C1orf167	11762192	11785289	0.144725769193125	0.158893186536114	6.87783917638524	241	520	7	0.96135562024118	0.976597182006418	0.783484195418572
1	11785729	11807190	MTHFR	11785729	11807190	-0.0121547701359205	0.10186241978139	6.87783917638524	162	379	6	0.112981510684331	0.637862051548098	0.667837265200226
1	11815845	11843144	CLCN6	11815845	11843144	-0.525783150365712	0.148062551509468	6.87783917638524	0	0	0	0.5	0.5	0.5
1	11843703	11844073	NPPA-AS1	11843703	11844073	-0.354756693278281	0.555110430901788	6.87783917638524	0	0	0	0.5	0.5	0.5
1	11845546	11847783	NPPA	11845546	11847783	0.0194506565736572	0.196219951829613	6.87783917638524	19	39	1	0.98347203288909	1	0.5
1	11857463	11858935	NPPB	11857463	11858935	0.265355789177253	0.265239467568507	6.87783917638524	0	0	0	0.5	0.5	0.5
1	11908153	11908272	RNU5E-1	11908153	11908272	-0.32442207264186	0.617775089491531	6.87783917638524	0	0	0	0.5	0.5	0.5
1	11919587	11926428	KIAA2013	11919587	11926428	0.513235064243209	0.331366755824173	6.87783917638524	0	0	0	0.5	0.5	0.5
1	11934666	11975542	PLOD1	11934666	11975542	-0.263133911917255	0.13151679748196	6.87783917638524	0	0	0	0.5	0.5	0.5
1	11980180	12013515	MFN2	11980180	12013515	-0.242242435622504	0.132800341690099	6.87783917638524	0	0	0	0.5	0.5	0.5
1	12019241	12032049	MIIP	12019241	12032049	0.128558883615033	0.133312569397494	6.87783917638524	0	0	0	0.5	0.5	0.5
1	12063376	12144207	TNFRSF8	12063376	12144207	-0.29764469596115	0.172463981140248	6.87783917638524	94	210	3	0.539123759398025	0.691155246096322	0.663198031486271
1	12166942	12209220	TNFRSF1B	12166942	12209220	-0.0510010225551473	0.17414122808293	6.87783917638524	118	273	4	0.378508356891157	0.74294809134534	0.706776692751424
1	12230038	12512046	VPS13D	12230038	12512046	-0.0313376158902953	0.10178211430409	6.87783917638524	22	55	1	0.190208664840614	1	0.447065594185233
1	12567909	12617731	DHRS3	12567909	12617731	0.0412369486369011	0.16698626275659	6.87783917638524	0	0	0	0.5	0.5	0.5
1	12644546	12667086	AADACL4	12644546	12667086	-0.846317006831182	0.691245686518817	6.87783917638524	0	0	0	0.5	0.5	0.5
